     6.081 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\colin\\AppData\\Roaming", "BESIEGE_GAME_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "BESIEGE_UNITY_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "ChocolateyInstall=C:\\ProgramData\\chocolatey", "ChocolateyLastPathUpdate=133578249881580397", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=LAPTOP", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_25056=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "GOPATH=C:\\Users\\colin\\go", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\colin", "JAVA8=D:\\Apps\\Java\\AdoptiumJRE-8\\bin\\java.exe", "JAVA_HOME=D:\\Apps\\Java\\AdoptiumJDK-17", "LOCALAPPDATA=C:\\Users\\colin\\AppData\\Local", "LOGONSERVER=\\\\LAPTOP", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\colin\\OneDrive", "OS=Windows_NT", "Path=D:\\Apps\\Ruby33-x64\\bin;C:\\VulkanSDK\\1.3.280.0\\Bin;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\NVIDIA Corporation\\NVIDIA App\\NvDLISR;C:\\Program Files\\Git\\cmd;C:\\Program Files\\GitHub CLI\\;C:\\ProgramData\\chocolatey\\bin;D:\\Apps\\GO\\bin;C:\\Program Files (x86)\\Windows Kits\\10\\Windows Performance Toolkit\\;C:\\Program Files\\Docker\\Docker\\resources\\bin;D:\\Apps\\CMake\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\Scripts\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Launcher\\;C:\\Users\\colin\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\colin\\AppData\\Local\\spicetify;C:\\ProgramData\\colin\\GitHubDesktop\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;D:\\Paths\\R6Downloader;D:\\Paths;D:\\Paths\\dex2jar;D:\\Paths\\premake;D:\\Paths\\vcpkg;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Telegram;D:\\Apps\\NASM;D:\\Apps\\Java\\AdoptiumJDK-17\\bin;D:\\Paths\\SysInternals;C:\\Users\\colin\\AppData\\Local\\GitHubDesktop\\bin;D:\\Paths\\UnrealPakTool;D:\\Paths\\adb;D:\\Docs\\Danser;D:\\Paths\\dnspy;D:\\NodeJS;C:\\Users\\colin\\go\\bin;D:\\Apps\\Nmap;D:\\Apps\\ghidra_11.0_PUBLIC;D:\\Apps\\HxD;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Osu Collection Editor;", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.RB;.RBW", "PCC_INSTALL_PATH=D:\\Apps\\PCC\\", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\colin\\AppData\\Local\\Temp", "TMP=C:\\Users\\colin\\AppData\\Local\\Temp", "USERDOMAIN=LAPTOP", "USERDOMAIN_ROAMINGPROFILE=LAPTOP", "USERNAME=colin", "USERPROFILE=C:\\Users\\colin", "VBOX_MSI_INSTALL_PATH=C:\\Program Files\\Oracle\\VirtualBox\\", "VK_SDK_PATH=C:\\VulkanSDK\\1.3.280.0", "VULKAN_SDK=C:\\VulkanSDK\\1.3.280.0", "windir=C:\\WINDOWS", "ZES_ENABLE_SYSMAN=1")
     6.081 D | "Java detection" progress: 35 / 59
     6.081 D | Env: ignoring "JAVA_HOME" "D:\\Apps\\Java\\AdoptiumJDK-17"
     6.081 D | Running java checker: "C:/Users/colin/AppData/Local/Programs/Microsoft VS Code/bin/javaw.exe" "-jar D:/Docs/Code/Random Git Repos/Defo-Not-Prism-I-Am-A-Cube/Output_DefoNotAPrismIAmACube/jars/JavaCheck.jar"
     6.081 D | Java checker has failed to start.
     6.081 D | Process environment:
     6.081 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\colin\\AppData\\Roaming", "BESIEGE_GAME_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "BESIEGE_UNITY_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "ChocolateyInstall=C:\\ProgramData\\chocolatey", "ChocolateyLastPathUpdate=133578249881580397", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=LAPTOP", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_25056=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "GOPATH=C:\\Users\\colin\\go", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\colin", "JAVA8=D:\\Apps\\Java\\AdoptiumJRE-8\\bin\\java.exe", "LOCALAPPDATA=C:\\Users\\colin\\AppData\\Local", "LOGONSERVER=\\\\LAPTOP", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\colin\\OneDrive", "OS=Windows_NT", "Path=D:\\Apps\\Ruby33-x64\\bin;C:\\VulkanSDK\\1.3.280.0\\Bin;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\NVIDIA Corporation\\NVIDIA App\\NvDLISR;C:\\Program Files\\Git\\cmd;C:\\Program Files\\GitHub CLI\\;C:\\ProgramData\\chocolatey\\bin;D:\\Apps\\GO\\bin;C:\\Program Files (x86)\\Windows Kits\\10\\Windows Performance Toolkit\\;C:\\Program Files\\Docker\\Docker\\resources\\bin;D:\\Apps\\CMake\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\Scripts\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Launcher\\;C:\\Users\\colin\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\colin\\AppData\\Local\\spicetify;C:\\ProgramData\\colin\\GitHubDesktop\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;D:\\Paths\\R6Downloader;D:\\Paths;D:\\Paths\\dex2jar;D:\\Paths\\premake;D:\\Paths\\vcpkg;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Telegram;D:\\Apps\\NASM;D:\\Apps\\Java\\AdoptiumJDK-17\\bin;D:\\Paths\\SysInternals;C:\\Users\\colin\\AppData\\Local\\GitHubDesktop\\bin;D:\\Paths\\UnrealPakTool;D:\\Paths\\adb;D:\\Docs\\Danser;D:\\Paths\\dnspy;D:\\NodeJS;C:\\Users\\colin\\go\\bin;D:\\Apps\\Nmap;D:\\Apps\\ghidra_11.0_PUBLIC;D:\\Apps\\HxD;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Osu Collection Editor;", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.RB;.RBW", "PCC_INSTALL_PATH=D:\\Apps\\PCC\\", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\colin\\AppData\\Local\\Temp", "TMP=C:\\Users\\colin\\AppData\\Local\\Temp", "USERDOMAIN=LAPTOP", "USERDOMAIN_ROAMINGPROFILE=LAPTOP", "USERNAME=colin", "USERPROFILE=C:\\Users\\colin", "VBOX_MSI_INSTALL_PATH=C:\\Program Files\\Oracle\\VirtualBox\\", "VK_SDK_PATH=C:\\VulkanSDK\\1.3.280.0", "VULKAN_SDK=C:\\VulkanSDK\\1.3.280.0", "windir=C:\\WINDOWS", "ZES_ENABLE_SYSMAN=1")
     6.081 D | Native environment:
     6.082 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\colin\\AppData\\Roaming", "BESIEGE_GAME_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "BESIEGE_UNITY_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "ChocolateyInstall=C:\\ProgramData\\chocolatey", "ChocolateyLastPathUpdate=133578249881580397", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=LAPTOP", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_25056=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "GOPATH=C:\\Users\\colin\\go", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\colin", "JAVA8=D:\\Apps\\Java\\AdoptiumJRE-8\\bin\\java.exe", "JAVA_HOME=D:\\Apps\\Java\\AdoptiumJDK-17", "LOCALAPPDATA=C:\\Users\\colin\\AppData\\Local", "LOGONSERVER=\\\\LAPTOP", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\colin\\OneDrive", "OS=Windows_NT", "Path=D:\\Apps\\Ruby33-x64\\bin;C:\\VulkanSDK\\1.3.280.0\\Bin;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\NVIDIA Corporation\\NVIDIA App\\NvDLISR;C:\\Program Files\\Git\\cmd;C:\\Program Files\\GitHub CLI\\;C:\\ProgramData\\chocolatey\\bin;D:\\Apps\\GO\\bin;C:\\Program Files (x86)\\Windows Kits\\10\\Windows Performance Toolkit\\;C:\\Program Files\\Docker\\Docker\\resources\\bin;D:\\Apps\\CMake\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\Scripts\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Launcher\\;C:\\Users\\colin\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\colin\\AppData\\Local\\spicetify;C:\\ProgramData\\colin\\GitHubDesktop\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;D:\\Paths\\R6Downloader;D:\\Paths;D:\\Paths\\dex2jar;D:\\Paths\\premake;D:\\Paths\\vcpkg;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Telegram;D:\\Apps\\NASM;D:\\Apps\\Java\\AdoptiumJDK-17\\bin;D:\\Paths\\SysInternals;C:\\Users\\colin\\AppData\\Local\\GitHubDesktop\\bin;D:\\Paths\\UnrealPakTool;D:\\Paths\\adb;D:\\Docs\\Danser;D:\\Paths\\dnspy;D:\\NodeJS;C:\\Users\\colin\\go\\bin;D:\\Apps\\Nmap;D:\\Apps\\ghidra_11.0_PUBLIC;D:\\Apps\\HxD;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Osu Collection Editor;", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.RB;.RBW", "PCC_INSTALL_PATH=D:\\Apps\\PCC\\", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\colin\\AppData\\Local\\Temp", "TMP=C:\\Users\\colin\\AppData\\Local\\Temp", "USERDOMAIN=LAPTOP", "USERDOMAIN_ROAMINGPROFILE=LAPTOP", "USERNAME=colin", "USERPROFILE=C:\\Users\\colin", "VBOX_MSI_INSTALL_PATH=C:\\Program Files\\Oracle\\VirtualBox\\", "VK_SDK_PATH=C:\\VulkanSDK\\1.3.280.0", "VULKAN_SDK=C:\\VulkanSDK\\1.3.280.0", "windir=C:\\WINDOWS", "ZES_ENABLE_SYSMAN=1")
     6.082 D | "Java detection" progress: 36 / 59
     6.082 D | Env: ignoring "JAVA_HOME" "D:\\Apps\\Java\\AdoptiumJDK-17"
     6.082 D | Running java checker: "D:/Paths/R6Downloader/javaw.exe" "-jar D:/Docs/Code/Random Git Repos/Defo-Not-Prism-I-Am-A-Cube/Output_DefoNotAPrismIAmACube/jars/JavaCheck.jar"
     6.083 D | Java checker has failed to start.
     6.083 D | Process environment:
     6.083 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\colin\\AppData\\Roaming", "BESIEGE_GAME_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "BESIEGE_UNITY_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "ChocolateyInstall=C:\\ProgramData\\chocolatey", "ChocolateyLastPathUpdate=133578249881580397", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=LAPTOP", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_25056=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "GOPATH=C:\\Users\\colin\\go", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\colin", "JAVA8=D:\\Apps\\Java\\AdoptiumJRE-8\\bin\\java.exe", "LOCALAPPDATA=C:\\Users\\colin\\AppData\\Local", "LOGONSERVER=\\\\LAPTOP", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\colin\\OneDrive", "OS=Windows_NT", "Path=D:\\Apps\\Ruby33-x64\\bin;C:\\VulkanSDK\\1.3.280.0\\Bin;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\NVIDIA Corporation\\NVIDIA App\\NvDLISR;C:\\Program Files\\Git\\cmd;C:\\Program Files\\GitHub CLI\\;C:\\ProgramData\\chocolatey\\bin;D:\\Apps\\GO\\bin;C:\\Program Files (x86)\\Windows Kits\\10\\Windows Performance Toolkit\\;C:\\Program Files\\Docker\\Docker\\resources\\bin;D:\\Apps\\CMake\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\Scripts\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Launcher\\;C:\\Users\\colin\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\colin\\AppData\\Local\\spicetify;C:\\ProgramData\\colin\\GitHubDesktop\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;D:\\Paths\\R6Downloader;D:\\Paths;D:\\Paths\\dex2jar;D:\\Paths\\premake;D:\\Paths\\vcpkg;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Telegram;D:\\Apps\\NASM;D:\\Apps\\Java\\AdoptiumJDK-17\\bin;D:\\Paths\\SysInternals;C:\\Users\\colin\\AppData\\Local\\GitHubDesktop\\bin;D:\\Paths\\UnrealPakTool;D:\\Paths\\adb;D:\\Docs\\Danser;D:\\Paths\\dnspy;D:\\NodeJS;C:\\Users\\colin\\go\\bin;D:\\Apps\\Nmap;D:\\Apps\\ghidra_11.0_PUBLIC;D:\\Apps\\HxD;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Osu Collection Editor;", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.RB;.RBW", "PCC_INSTALL_PATH=D:\\Apps\\PCC\\", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\colin\\AppData\\Local\\Temp", "TMP=C:\\Users\\colin\\AppData\\Local\\Temp", "USERDOMAIN=LAPTOP", "USERDOMAIN_ROAMINGPROFILE=LAPTOP", "USERNAME=colin", "USERPROFILE=C:\\Users\\colin", "VBOX_MSI_INSTALL_PATH=C:\\Program Files\\Oracle\\VirtualBox\\", "VK_SDK_PATH=C:\\VulkanSDK\\1.3.280.0", "VULKAN_SDK=C:\\VulkanSDK\\1.3.280.0", "windir=C:\\WINDOWS", "ZES_ENABLE_SYSMAN=1")
     6.083 D | Native environment:
     6.083 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\colin\\AppData\\Roaming", "BESIEGE_GAME_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "BESIEGE_UNITY_ASSEMBLIES=D:/My Games/Besiege The Splintered Sea/Besiege_Data\\Managed/", "ChocolateyInstall=C:\\ProgramData\\chocolatey", "ChocolateyLastPathUpdate=133578249881580397", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=LAPTOP", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_25056=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "GOPATH=C:\\Users\\colin\\go", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\colin", "JAVA8=D:\\Apps\\Java\\AdoptiumJRE-8\\bin\\java.exe", "JAVA_HOME=D:\\Apps\\Java\\AdoptiumJDK-17", "LOCALAPPDATA=C:\\Users\\colin\\AppData\\Local", "LOGONSERVER=\\\\LAPTOP", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\colin\\OneDrive", "OS=Windows_NT", "Path=D:\\Apps\\Ruby33-x64\\bin;C:\\VulkanSDK\\1.3.280.0\\Bin;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\NVIDIA Corporation\\NVIDIA App\\NvDLISR;C:\\Program Files\\Git\\cmd;C:\\Program Files\\GitHub CLI\\;C:\\ProgramData\\chocolatey\\bin;D:\\Apps\\GO\\bin;C:\\Program Files (x86)\\Windows Kits\\10\\Windows Performance Toolkit\\;C:\\Program Files\\Docker\\Docker\\resources\\bin;D:\\Apps\\CMake\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\Scripts\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Python312\\;C:\\Users\\colin\\AppData\\Local\\Programs\\Python\\Launcher\\;C:\\Users\\colin\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\colin\\AppData\\Local\\spicetify;C:\\ProgramData\\colin\\GitHubDesktop\\bin;C:\\Users\\colin\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;D:\\Paths\\R6Downloader;D:\\Paths;D:\\Paths\\dex2jar;D:\\Paths\\premake;D:\\Paths\\vcpkg;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Telegram;D:\\Apps\\NASM;D:\\Apps\\Java\\AdoptiumJDK-17\\bin;D:\\Paths\\SysInternals;C:\\Users\\colin\\AppData\\Local\\GitHubDesktop\\bin;D:\\Paths\\UnrealPakTool;D:\\Paths\\adb;D:\\Docs\\Danser;D:\\Paths\\dnspy;D:\\NodeJS;C:\\Users\\colin\\go\\bin;D:\\Apps\\Nmap;D:\\Apps\\ghidra_11.0_PUBLIC;D:\\Apps\\HxD;C:\\Users\\colin\\.dotnet\\tools;D:\\Apps\\Osu Collection Editor;", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.RB;.RBW", "PCC_INSTALL_PATH=D:\\Apps\\PCC\\", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\colin\\AppData\\Local\\Temp", "TMP=C:\\Users\\colin\\AppData\\Local\\Temp", "USERDOMAIN=LAPTOP", "USERDOMAIN_ROAMINGPROFILE=LAPTOP", "USERNAME=colin", "USERPROFILE=C:\\Users\\colin", "VBOX_MSI_INSTALL_PATH=C:\\Program Files\\Oracle\\VirtualBox\\", "VK_SDK_PATH=C:\\VulkanSDK\\1.3.280.0", "VULKAN_SDK=C:\\VulkanSDK\\1.3.280.0", "windir=C:\\WINDOWS", "ZES_ENABLE_SYSMAN=1")
     6.083 D | "Java detection" progress: 37 / 59
     6.084 D | Env: ignoring "JAVA_HOME" "D:\\Apps\\Java\\AdoptiumJDK-17"
     6.084 D | Running java checker: "D:/Paths/javaw.exe" "-jar D:/Docs/Code/Random Git Repos/Defo-Not-Prism-I-Am-A-Cube/Output_DefoNotAPrismIAmACube/jars/JavaCheck.jar"
     6.085 D | Java checker has failed to start.
     6.085 D | Process environment:
